Psub_tag144652_3_38_F	CP030178.1	Xanthomonas citri pv. punicae	 Proteobacteria
Psub_tag144653_3_38_F	CP011929.1	Marinobacter sp. CP1	 Proteobacteria
Psub_tag144663_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144712_3_38_F	CP045367.1	Marinobacter sp. THAF39	 Proteobacteria
Psub_tag144734_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144793_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144802_1_36_R	XM_026832908.1	Diaphorina citri	Metazoa
Psub_tag144818_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144837_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144871_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144880_1_36_R	CP021333.1	Marinobacter salarius	 Proteobacteria
Psub_tag144896_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144958_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144972_2_37_F	AP022594.1	Mycolicibacillus koreensis	 Actinobacteria
Psub_tag144976_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag144984_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145014_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145027_3_38_F	CP045291.1	Delftia tsuruhatensis	 Proteobacteria
Psub_tag145044_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145056_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145059_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145064_3_38_F	CP042382.1	Pistricoccus aurantiacus	 Proteobacteria
Psub_tag145067_1_36_R	CP034588.1	Silicimonas algicola	 Proteobacteria
Psub_tag145069_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145079_3_38_F	CP001978.1	Marinobacter adhaerens HP15	 Proteobacteria
Psub_tag145081_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145091_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145117_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145118_3_38_F	CP045701.1	Pseudomonas brassicacearum	 Proteobacteria
Psub_tag145121_3_38_F	LT907980.1	Marinobacter sp. LV10R510-11A	 Proteobacteria
Psub_tag145125_2_37_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145144_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145149_1_36_R	CP032618.1	Pseudomonas fluorescens	 Proteobacteria
Psub_tag145155_3_38_F	CP045367.1	Marinobacter sp. THAF39	 Proteobacteria
Psub_tag145167_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145174_1_36_R	LT629736.1	Pseudomonas xinjiangensis	 Proteobacteria
Psub_tag145216_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145261_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145277_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145278_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145295_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145298_3_38_F	CP031848.1	Marinobacter sp. Arc7-DN-1	 Proteobacteria
Psub_tag145318_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145328_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145333_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145358_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145392_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145397_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145400_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145417_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145428_1_36_R	KX158500.1	uncultured bacterium	 Bacteria Latreille et al. 1825
Psub_tag145437_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145493_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145502_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145510_3_38_F	AP018052.1	Thiohalobacter thiocyanaticus	 Proteobacteria
Psub_tag145532_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145539_2_37_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145544_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145546_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145559_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145571_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145676_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145683_2_37_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145695_1_36_R	LT897781.1	Marinobacter sp. es.042	 Proteobacteria
Psub_tag145700_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145702_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145753_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145761_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145783_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145796_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145815_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145816_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145862_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145863_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145887_1_36_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145928_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145934_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145937_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145944_3_38_F	CP034142.1	Marinobacter sp. NP-4(2019)	 Proteobacteria
Psub_tag145945_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145973_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145976_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145982_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145994_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145996_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag145997_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146016_1_36_R	LT897781.1	Marinobacter sp. es.042	 Proteobacteria
Psub_tag146023_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146039_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146052_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146060_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146087_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146102_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146103_1_36_R	CP003984.1	Planktomarina temperata RCA23	 Proteobacteria
Psub_tag146110_1_36_R	CP053318.1	Salmonella enterica subsp. salamae serovar 6,8	 Proteobacteria
Psub_tag146153_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146163_1_36_R	CP031415.1	Saccharospirillum mangrovi	 Proteobacteria
Psub_tag146179_1_36_R	CP031848.1	Marinobacter sp. Arc7-DN-1	 Proteobacteria
Psub_tag146180_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146199_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146208_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146231_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146255_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146267_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146272_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146315_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146318_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146333_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146335_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146374_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146384_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146390_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146407_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146421_1_36_R	CP001978.1	Marinobacter adhaerens HP15	 Proteobacteria
Psub_tag146434_1_36_R	AP019537.1	Marinobacter hydrocarbonoclasticus	 Proteobacteria
Psub_tag146476_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146502_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146553_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146556_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146560_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146568_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146624_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146650_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146658_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146660_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146668_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146676_2_37_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146690_3_38_F	CP031415.1	Saccharospirillum mangrovi	 Proteobacteria
Psub_tag146735_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146785_3_38_F	CP041401.1	Tardiphaga sp. vice352	 Proteobacteria
Psub_tag146787_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146795_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146802_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146822_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146836_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146837_2_37_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146864_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146899_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146900_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146914_1_36_R	CP015172.1	Cellulophaga lytica	 Bacteroidetes
Psub_tag146927_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146941_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146956_2_37_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146978_1_36_R	MH930481.1	uncultured bacterium	 Bacteria Latreille et al. 1825
Psub_tag146980_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag146990_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147006_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147012_1_36_R	AB758599.1	Acinetobacter sp. ASR7	 Proteobacteria
Psub_tag147029_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147042_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147090_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147094_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147118_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147119_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147121_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147126_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147136_2_37_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147160_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147213_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147278_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147279_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147324_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147328_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147369_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147374_1_36_R	CP025804.1	Sulfitobacter sp. SK012	 Proteobacteria
Psub_tag147376_3_38_F	CP022307.1	Alcanivorax sp. N3-2A	 Proteobacteria
Psub_tag147396_3_38_F	CP038515.1	Aeromonas sp. 1805	 Proteobacteria
Psub_tag147404_3_38_F	FO203363.1	Marinobacter hydrocarbonoclasticus ATCC 49840	 Proteobacteria
Psub_tag147408_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147417_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147451_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147469_1_36_R	CP034142.1	Marinobacter sp. NP-4(2019)	 Proteobacteria
Psub_tag147518_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147543_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147580_3_38_F	KR709240.1	Pseudo-nitzschia multiseries	 Bacillariophyta
Psub_tag147589_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147600_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147613_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147618_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147676_3_38_F	CP046535.1	Sphingomonas sp. LMO-1	 Proteobacteria
Psub_tag147698_1_36_R	CP015195.1	Pasteurellaceae bacterium RH1A	 Proteobacteria
Psub_tag147713_1_36_R	AP013070.1	Pseudomonas putida NBRC 14164	 Proteobacteria
Psub_tag147736_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147739_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147757_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147758_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147774_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147800_1_36_R	KX158500.1	uncultured bacterium	 Bacteria Latreille et al. 1825
Psub_tag147869_3_38_F	NC_037997.1	Plagiogrammopsis vanheurckii	 Bacillariophyta
Psub_tag147878_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147885_1_36_R	CP048629.1	Pseudomonas sp. OIL-1	 Proteobacteria
Psub_tag147888_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147899_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147916_1_36_R	CP043042.1	Marinobacter fonticola	 Proteobacteria
Psub_tag147939_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147942_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147957_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147960_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147961_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147978_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag147986_3_38_F	NC_037997.1	Plagiogrammopsis vanheurckii	 Bacillariophyta
Psub_tag147988_3_38_F	CP034142.1	Marinobacter sp. NP-4(2019)	 Proteobacteria
Psub_tag148036_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148053_1_36_R	CP014754.1	Marinobacter sp. LQ44	 Proteobacteria
Psub_tag148060_3_38_F	CP054599.1	Sulfitobacter pseudonitzschiae	 Proteobacteria
Psub_tag148087_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148089_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148121_1_36_R	CP027759.1	Pseudomonas sp. R2-7-07	 Proteobacteria
Psub_tag148227_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148264_2_37_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148288_3_38_F	CP028368.1	Pseudomonas aeruginosa	 Proteobacteria
Psub_tag148299_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148330_3_38_F	CP034142.1	Marinobacter sp. NP-4(2019)	 Proteobacteria
Psub_tag148331_2_37_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148370_3_38_F	CP051684.1	Duganella sp. AF9R3	 Proteobacteria
Psub_tag148427_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148430_3_38_F	CP031848.1	Marinobacter sp. Arc7-DN-1	 Proteobacteria
Psub_tag148434_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148443_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148451_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148467_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148500_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148526_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148539_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148562_3_38_F	CP040993.1	Klebsiella pneumoniae	 Proteobacteria
Psub_tag148564_3_38_F	CP045417.1	Halomonas sp. THAF5a	 Proteobacteria
Psub_tag148587_1_36_R	CP033116.1	Pseudomonas pelagia	 Proteobacteria
Psub_tag148623_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148637_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148649_1_36_R	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148651_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148686_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
Psub_tag148705_1_36_R	AP022843.1	Halomonas hydrothermalis	 Proteobacteria
Psub_tag148709_3_38_F	CP007151.1	Marinobacter similis	 Proteobacteria
